id,non_ego_model,ego_model,cloudiness,precipitation,fog_density,front,back,across,Max_dist_from_centre,Collisions,Min_dist_from_non_ego,Dist_to_dest
5,7,14,73,13,9,3,5,5,1.887552261352539,0,0.2950279116630554,0.12070604471059945
5,7,14,73,13,9,3,5,5,1.9278661012649536,0,0.2950279116630554,0.12006812217908028
6,23,14,45,41,79,1,0,0,1.9125741720199585,0,0.29585927724838257,0.12347203034621018
6,23,14,45,41,79,1,0,0,1.901738166809082,0,0.29585927724838257,0.12177438002366286
6,23,14,45,41,79,1,0,0,1.907581090927124,0,0.29585927724838257,0.1211697627336551
6,23,14,45,41,79,1,0,0,0.8620834946632385,0,0.29585927724838257,0.08965569887405787
6,23,14,45,41,79,1,0,0,1.8963018655776978,0,0.29585927724838257,0.11728896850194687
6,23,14,45,41,79,1,0,0,0.8662834763526917,0,0.29585927724838257,0.08899946701832306
6,23,14,45,41,79,1,0,0,1.897728681564331,0,0.2950279116630554,0.12223211924235027
6,23,14,45,41,79,1,0,0,1.9329732656478882,0,0.29585927724838257,0.11830931443434495
6,23,14,45,41,79,1,0,0,1.8986849784851074,0,0.2950279116630554,0.11744578679402669
6,23,14,45,41,79,1,0,0,1.929949402809143,0,0.29585927724838257,0.11780541982406224
7,17,1,79,41,25,1,5,3,1.6747357845306396,39,0.003043486177921295,0.13257180727445161
7,17,1,79,41,25,1,5,3,1.5932291746139526,33,0.0029502791166305543,0.13128083791488257
7,17,1,79,41,25,1,5,3,1.536415934562683,32,0.0029502791166305543,0.13097863319592598
7,17,1,79,41,25,1,5,3,1.6084195375442505,34,0.003043486177921295,0.131531862112192
7,17,1,79,41,25,1,5,3,1.5949230194091797,55,0.003043486177921295,0.13195226131341395
7,17,1,79,41,25,1,5,3,1.7108664512634277,40,0.0029502791166305543,0.13089231344369742
7,17,1,79,41,25,1,5,3,1.694382667541504,28,0.0029502791166305543,0.13262078700921473
7,17,1,79,41,25,1,5,3,1.676560401916504,39,0.0029502791166305543,0.13017876942952475
7,17,1,79,41,25,1,5,3,1.688288688659668,33,0.0029502791166305543,0.13220934990124825
7,17,1,79,41,25,1,5,3,1.5832651853561401,33,0.0029502791166305543,0.13110825954339442
8,21,24,82,23,17,4,1,0,1.3213187456130981,0,0.006846236065030098,0.13387171427408853
8,21,24,82,23,17,4,1,0,1.486783504486084,0,0.0008784235687926412,0.138731381832025
8,21,24,82,23,17,4,1,0,1.3933466672897339,0,0.001018449547700584,0.13316718125954652
8,21,24,82,23,17,4,1,0,1.291654109954834,0,0.004965440835803747,0.134033264257969
8,21,24,82,23,17,4,1,0,1.3878514766693115,0,0.0008566481410525739,0.13199400290464744
8,21,24,82,23,17,4,1,0,1.346481204032898,0,0.000590049079619348,0.13323208001943734
8,21,24,82,23,17,4,1,0,1.393809199333191,0,0.00346496794372797,0.13324347520485902
8,21,24,82,23,17,4,1,0,1.3074696063995361,0,0.004048387054353952,0.13571607149564302
